"Parámetro","Fecha","Hora","Valor","Unidad"
"CO","2019-12-13","4:00 - 5:00","1.10","ppm"
"CO","2019-12-13","5:00 - 6:00","1.60","ppm"
"CO","2019-12-13","6:00 - 7:00","2.40","ppm"
"CO","2019-12-13","7:00 - 8:00","3.40","ppm"
"CO","2019-12-13","8:00 - 9:00","3.00","ppm"
"CO","2019-12-13","9:00 - 10:00","2.70","ppm"
"CO","2019-12-13","10:00 - 11:00","2.10","ppm"
"CO","2019-12-13","11:00 - 12:00","1.70","ppm"
"CO","2019-12-13","12:00 - 13:00","0.90","ppm"
"CO","2019-12-13","13:00 - 14:00","0.80","ppm"
"CO","2019-12-13","14:00 - 15:00","0.70","ppm"
"CO","2019-12-13","15:00 - 16:00","0.70","ppm"
"CO","2019-12-13","16:00 - 17:00","0.60","ppm"
"CO","2019-12-13","17:00 - 18:00","0.70","ppm"
"CO","2019-12-13","18:00 - 19:00","0.60","ppm"
"CO","2019-12-13","19:00 - 20:00","0.50","ppm"
"CO","2019-12-13","20:00 - 21:00","0.80","ppm"
"CO","2019-12-13","21:00 - 22:00","1.20","ppm"
"CO","2019-12-13","22:00 - 23:00","1.70","ppm"
"CO","2019-12-14","23:00 - 0:00","2.90","ppm"
"CO","2019-12-14","0:00 - 1:00","2.70","ppm"
"CO","2019-12-14","1:00 - 2:00","1.90","ppm"
"CO","2019-12-14","2:00 - 3:00","1.80","ppm"
"CO","2019-12-14","3:00 - 4:00","1.50","ppm"
"CO","2019-12-14","4:00 - 5:00","1.30","ppm"
"CO","2019-12-14","5:00 - 6:00","1.30","ppm"
"CO","2019-12-14","6:00 - 7:00","1.70","ppm"
"CO","2019-12-14","7:00 - 8:00","2.60","ppm"
"CO","2019-12-14","8:00 - 9:00","2.70","ppm"
"CO","2019-12-14","9:00 - 10:00","2.20","ppm"
"CO","2019-12-14","10:00 - 11:00","1.90","ppm"
"CO","2019-12-14","11:00 - 12:00","0.80","ppm"
"CO","2019-12-14","12:00 - 13:00","0.50","ppm"
"CO","2019-12-14","13:00 - 14:00","0.50","ppm"
"CO","2019-12-14","14:00 - 15:00","0.60","ppm"
"CO","2019-12-14","15:00 - 16:00","0.80","ppm"
"CO","2019-12-14","16:00 - 17:00","0.80","ppm"
"CO","2019-12-14","17:00 - 18:00","1.00","ppm"
"CO","2019-12-14","18:00 - 19:00","1.10","ppm"
"CO","2019-12-14","19:00 - 20:00","1.10","ppm"
"CO","2019-12-14","20:00 - 21:00","1.30","ppm"
"CO","2019-12-14","21:00 - 22:00","1.20","ppm"
"CO","2019-12-14","22:00 - 23:00","1.80","ppm"
"CO","2019-12-15","23:00 - 0:00","3.10","ppm"
"CO","2019-12-15","3:00 - 4:00","1.40","ppm"
"CO","2019-12-15","4:00 - 5:00","1.50","ppm"
"CO","2019-12-15","5:00 - 6:00","1.40","ppm"
"CO","2019-12-15","6:00 - 7:00","1.50","ppm"
"CO","2019-12-15","7:00 - 8:00","2.20","ppm"
"CO","2019-12-15","8:00 - 9:00","1.70","ppm"
"CO","2019-12-15","9:00 - 10:00","1.70","ppm"
"CO","2019-12-15","10:00 - 11:00","1.40","ppm"
"CO","2019-12-15","11:00 - 12:00","1.00","ppm"
"CO","2019-12-15","12:00 - 13:00","0.80","ppm"
"CO","2019-12-15","13:00 - 14:00","0.70","ppm"
"CO","2019-12-15","14:00 - 15:00","0.50","ppm"
"CO","2019-12-15","15:00 - 16:00","0.60","ppm"
"CO","2019-12-15","16:00 - 17:00","0.70","ppm"
"CO","2019-12-15","17:00 - 18:00","0.70","ppm"
"CO","2019-12-15","18:00 - 19:00","0.70","ppm"
"CO","2019-12-15","19:00 - 20:00","0.90","ppm"
"CO","2019-12-15","20:00 - 21:00","1.00","ppm"
"CO","2019-12-15","21:00 - 22:00","1.00","ppm"
"CO","2019-12-15","22:00 - 23:00","1.30","ppm"
"CO","2019-12-16","23:00 - 0:00","1.70","ppm"
"CO","2019-12-16","0:00 - 1:00","2.10","ppm"
"CO","2019-12-16","1:00 - 2:00","1.40","ppm"
"CO","2019-12-16","2:00 - 3:00","1.20","ppm"
"CO","2019-12-16","3:00 - 4:00","1.00","ppm"
"CO","2019-12-16","4:00 - 5:00","1.00","ppm"
"CO","2019-12-16","5:00 - 6:00","1.80","ppm"
"CO","2019-12-16","6:00 - 7:00","2.30","ppm"
"CO","2019-12-16","7:00 - 8:00","3.60","ppm"
