"Parámetro","Fecha","Hora","Valor","Unidad"
"NO2","2019-12-16","7:00 - 8:00","0.034","ppm"
"NO2","2019-12-16","8:00 - 9:00","0.047","ppm"
"NO2","2019-12-16","9:00 - 10:00","0.045","ppm"
"NO2","2019-12-16","10:00 - 11:00","0.030","ppm"
"NO2","2019-12-16","11:00 - 12:00","0.017","ppm"
"NO2","2019-12-16","12:00 - 13:00","0.017","ppm"
"NO2","2019-12-16","13:00 - 14:00","0.014","ppm"
"NO2","2019-12-16","14:00 - 15:00","0.014","ppm"
"NO2","2019-12-16","15:00 - 16:00","0.014","ppm"
"NO2","2019-12-16","16:00 - 17:00","0.014","ppm"
"NO2","2019-12-16","17:00 - 18:00","0.019","ppm"
"NO2","2019-12-16","18:00 - 19:00","0.035","ppm"
"NO2","2019-12-16","19:00 - 20:00","0.049","ppm"
"NO2","2019-12-16","20:00 - 21:00","0.037","ppm"
"NO2","2019-12-16","21:00 - 22:00","0.042","ppm"
"NO2","2019-12-16","22:00 - 23:00","0.041","ppm"
"NO2","2019-12-17","23:00 - 0:00","0.045","ppm"
"NO2","2019-12-17","0:00 - 1:00","0.045","ppm"
"NO2","2019-12-17","1:00 - 2:00","0.041","ppm"
"NO2","2019-12-17","2:00 - 3:00","0.038","ppm"
"NO2","2019-12-17","3:00 - 4:00","0.021","ppm"
"NO2","2019-12-17","4:00 - 5:00","0.013","ppm"
"NO2","2019-12-17","5:00 - 6:00","0.014","ppm"
"NO2","2019-12-17","6:00 - 7:00","0.029","ppm"
"NO2","2019-12-17","7:00 - 8:00","0.034","ppm"
"NO2","2019-12-17","8:00 - 9:00","0.031","ppm"
"NO2","2019-12-17","9:00 - 10:00","0.037","ppm"
"NO2","2019-12-17","10:00 - 11:00","0.037","ppm"
"NO2","2019-12-17","11:00 - 12:00","0.035","ppm"
"NO2","2019-12-17","12:00 - 13:00","0.033","ppm"
"NO2","2019-12-17","13:00 - 14:00","0.026","ppm"
"NO2","2019-12-17","14:00 - 15:00","0.012","ppm"
"NO2","2019-12-17","15:00 - 16:00","0.006","ppm"
"NO2","2019-12-17","16:00 - 17:00","0.009","ppm"
"NO2","2019-12-17","17:00 - 18:00","0.012","ppm"
"NO2","2019-12-17","18:00 - 19:00","0.021","ppm"
"NO2","2019-12-17","19:00 - 20:00","0.030","ppm"
