"Parámetro","Fecha","Hora","Valor","Unidad"
"DV","2019-12-06","22:00 - 23:00","325","°A"
"DV","2019-12-07","23:00 - 0:00","358","°A"
"DV","2019-12-07","0:00 - 1:00","327","°A"
"DV","2019-12-07","1:00 - 2:00","335","°A"
"DV","2019-12-07","2:00 - 3:00","343","°A"
"DV","2019-12-07","3:00 - 4:00","23","°A"
"DV","2019-12-07","4:00 - 5:00","34","°A"
"DV","2019-12-07","5:00 - 6:00","43","°A"
"DV","2019-12-07","6:00 - 7:00","42","°A"
"DV","2019-12-07","7:00 - 8:00","37","°A"
"DV","2019-12-07","8:00 - 9:00","37","°A"
"DV","2019-12-07","9:00 - 10:00","43","°A"
"DV","2019-12-07","10:00 - 11:00","28","°A"
"DV","2019-12-07","11:00 - 12:00","17","°A"
"DV","2019-12-07","12:00 - 13:00","33","°A"
"DV","2019-12-07","13:00 - 14:00","9","°A"
"DV","2019-12-07","14:00 - 15:00","5","°A"
"DV","2019-12-07","15:00 - 16:00","18","°A"
"DV","2019-12-07","16:00 - 17:00","33","°A"
"DV","2019-12-07","17:00 - 18:00","40","°A"
"DV","2019-12-07","18:00 - 19:00","354","°A"
"DV","2019-12-07","19:00 - 20:00","347","°A"
"DV","2019-12-07","20:00 - 21:00","329","°A"
"DV","2019-12-07","21:00 - 22:00","329","°A"
"DV","2019-12-07","22:00 - 23:00","35","°A"
"DV","2019-12-08","23:00 - 0:00","327","°A"
"DV","2019-12-08","0:00 - 1:00","29","°A"
"DV","2019-12-08","1:00 - 2:00","27","°A"
"DV","2019-12-08","2:00 - 3:00","31","°A"
"DV","2019-12-08","3:00 - 4:00","35","°A"
"DV","2019-12-08","4:00 - 5:00","41","°A"
"DV","2019-12-08","5:00 - 6:00","39","°A"
"DV","2019-12-08","6:00 - 7:00","24","°A"
"DV","2019-12-08","7:00 - 8:00","39","°A"
"DV","2019-12-08","8:00 - 9:00","39","°A"
"DV","2019-12-08","9:00 - 10:00","38","°A"
"DV","2019-12-08","10:00 - 11:00","33","°A"
"DV","2019-12-08","11:00 - 12:00","37","°A"
"DV","2019-12-08","12:00 - 13:00","5","°A"
"DV","2019-12-08","13:00 - 14:00","15","°A"
"DV","2019-12-08","14:00 - 15:00","29","°A"
"DV","2019-12-08","15:00 - 16:00","13","°A"
"DV","2019-12-08","16:00 - 17:00","356","°A"
"DV","2019-12-08","17:00 - 18:00","329","°A"
"DV","2019-12-08","18:00 - 19:00","323","°A"
"DV","2019-12-08","19:00 - 20:00","345","°A"
"DV","2019-12-08","20:00 - 21:00","335","°A"
"DV","2019-12-08","21:00 - 22:00","325","°A"
"DV","2019-12-08","22:00 - 23:00","20","°A"
"DV","2019-12-09","23:00 - 0:00","29","°A"
"DV","2019-12-09","0:00 - 1:00","33","°A"
"DV","2019-12-09","1:00 - 2:00","14","°A"
"DV","2019-12-09","2:00 - 3:00","23","°A"
"DV","2019-12-09","3:00 - 4:00","340","°A"
"DV","2019-12-09","4:00 - 5:00","17","°A"
"DV","2019-12-09","5:00 - 6:00","24","°A"
"DV","2019-12-09","6:00 - 7:00","23","°A"
"DV","2019-12-09","7:00 - 8:00","13","°A"
"DV","2019-12-09","8:00 - 9:00","39","°A"
"DV","2019-12-09","9:00 - 10:00","39","°A"
"DV","2019-12-09","10:00 - 11:00","39","°A"
"DV","2019-12-09","11:00 - 12:00","25","°A"
"DV","2019-12-09","12:00 - 13:00","15","°A"
"DV","2019-12-09","13:00 - 14:00","37","°A"
"DV","2019-12-09","14:00 - 15:00","25","°A"
"DV","2019-12-09","15:00 - 16:00","39","°A"
"DV","2019-12-09","16:00 - 17:00","45","°A"
"DV","2019-12-09","17:00 - 18:00","45","°A"
"DV","2019-12-09","18:00 - 19:00","44","°A"
"DV","2019-12-09","19:00 - 20:00","36","°A"
"DV","2019-12-09","20:00 - 21:00","33","°A"
"DV","2019-12-09","21:00 - 22:00","39","°A"
"DV","2019-12-09","22:00 - 23:00","339","°A"
"DV","2019-12-10","23:00 - 0:00","33","°A"
"DV","2019-12-10","0:00 - 1:00","18","°A"
"DV","2019-12-10","1:00 - 2:00","2","°A"
"DV","2019-12-10","2:00 - 3:00","29","°A"
"DV","2019-12-10","3:00 - 4:00","25","°A"
"DV","2019-12-10","4:00 - 5:00","11","°A"
"DV","2019-12-10","5:00 - 6:00","15","°A"
"DV","2019-12-10","6:00 - 7:00","40","°A"
"DV","2019-12-10","7:00 - 8:00","27","°A"
"DV","2019-12-10","8:00 - 9:00","37","°A"
"DV","2019-12-10","9:00 - 10:00","34","°A"
"DV","2019-12-10","10:00 - 11:00","41","°A"
"DV","2019-12-10","11:00 - 12:00","38","°A"
"DV","2019-12-10","12:00 - 13:00","11","°A"
"DV","2019-12-10","13:00 - 14:00","26","°A"
"DV","2019-12-10","14:00 - 15:00","30","°A"
"DV","2019-12-10","15:00 - 16:00","33","°A"
"DV","2019-12-10","16:00 - 17:00","33","°A"
"DV","2019-12-10","17:00 - 18:00","44","°A"
"DV","2019-12-10","18:00 - 19:00","44","°A"
"DV","2019-12-10","19:00 - 20:00","44","°A"
"DV","2019-12-10","20:00 - 21:00","22","°A"
"DV","2019-12-10","21:00 - 22:00","25","°A"
"DV","2019-12-10","22:00 - 23:00","333","°A"
"DV","2019-12-11","23:00 - 0:00","18","°A"
"DV","2019-12-11","0:00 - 1:00","14","°A"
"DV","2019-12-11","1:00 - 2:00","42","°A"
"DV","2019-12-11","2:00 - 3:00","38","°A"
"DV","2019-12-11","3:00 - 4:00","37","°A"
"DV","2019-12-11","4:00 - 5:00","12","°A"
"DV","2019-12-11","5:00 - 6:00","14","°A"
"DV","2019-12-11","6:00 - 7:00","31","°A"
