"Parámetro","Fecha","Hora","Valor","Unidad"
"O3","2019-01-05","0:00 - 1:00","0.006","ppm"
"O3","2019-01-05","1:00 - 2:00","0.006","ppm"
"O3","2019-01-05","2:00 - 3:00","0.006","ppm"
"O3","2019-01-05","3:00 - 4:00","0.006","ppm"
"O3","2019-01-05","4:00 - 5:00","0.006","ppm"
"O3","2019-01-05","5:00 - 6:00","0.006","ppm"
"O3","2019-01-05","6:00 - 7:00","0.005","ppm"
"O3","2019-01-05","7:00 - 8:00","0.005","ppm"
"O3","2019-01-05","8:00 - 9:00","0.007","ppm"
"O3","2019-01-05","9:00 - 10:00","0.011","ppm"
"O3","2019-01-05","10:00 - 11:00","0.025","ppm"
"O3","2019-01-05","11:00 - 12:00","0.048","ppm"
"O3","2019-01-05","12:00 - 13:00","0.063","ppm"
"O3","2019-01-05","13:00 - 14:00","0.067","ppm"
"O3","2019-01-05","14:00 - 15:00","0.075","ppm"
"O3","2019-01-05","15:00 - 16:00","0.077","ppm"
"O3","2019-01-05","16:00 - 17:00","0.062","ppm"
"O3","2019-01-05","17:00 - 18:00","0.060","ppm"
"O3","2019-01-05","18:00 - 19:00","0.051","ppm"
"O3","2019-01-05","19:00 - 20:00","0.031","ppm"
"O3","2019-01-05","20:00 - 21:00","0.020","ppm"
"O3","2019-01-05","21:00 - 22:00","0.009","ppm"
"O3","2019-01-05","22:00 - 23:00","0.006","ppm"
"O3","2019-01-06","23:00 - 0:00","0.005","ppm"
"O3","2019-01-06","0:00 - 1:00","0.005","ppm"
"O3","2019-01-06","1:00 - 2:00","0.005","ppm"
"O3","2019-01-06","2:00 - 3:00","0.005","ppm"
"O3","2019-01-06","3:00 - 4:00","0.005","ppm"
"O3","2019-01-06","4:00 - 5:00","0.005","ppm"
"O3","2019-01-06","5:00 - 6:00","0.005","ppm"
"O3","2019-01-06","6:00 - 7:00","0.005","ppm"
"O3","2019-01-06","7:00 - 8:00","0.006","ppm"
"O3","2019-01-06","8:00 - 9:00","0.007","ppm"
"O3","2019-01-06","9:00 - 10:00","0.015","ppm"
"O3","2019-01-06","10:00 - 11:00","0.032","ppm"
"O3","2019-01-06","11:00 - 12:00","0.053","ppm"
"O3","2019-01-06","12:00 - 13:00","0.076","ppm"
"O3","2019-01-06","13:00 - 14:00","0.069","ppm"
"O3","2019-01-06","14:00 - 15:00","0.062","ppm"
"O3","2019-01-06","15:00 - 16:00","0.059","ppm"
"O3","2019-01-06","16:00 - 17:00","0.066","ppm"
"O3","2019-01-06","17:00 - 18:00","0.060","ppm"
"O3","2019-01-06","18:00 - 19:00","0.052","ppm"
"O3","2019-01-06","19:00 - 20:00","0.043","ppm"
"O3","2019-01-06","20:00 - 21:00","0.029","ppm"
"O3","2019-01-06","21:00 - 22:00","0.024","ppm"
"O3","2019-01-06","22:00 - 23:00","0.022","ppm"
"O3","2019-01-07","23:00 - 0:00","0.007","ppm"
"O3","2019-01-07","3:00 - 4:00","0.005","ppm"
"O3","2019-01-07","4:00 - 5:00","0.005","ppm"
"O3","2019-01-07","5:00 - 6:00","0.005","ppm"
"O3","2019-01-07","6:00 - 7:00","0.006","ppm"
"O3","2019-01-07","7:00 - 8:00","0.005","ppm"
"O3","2019-01-07","8:00 - 9:00","0.007","ppm"
"O3","2019-01-07","9:00 - 10:00","0.011","ppm"
"O3","2019-01-07","10:00 - 11:00","0.021","ppm"
"O3","2019-01-07","11:00 - 12:00","0.042","ppm"
"O3","2019-01-07","12:00 - 13:00","0.051","ppm"
"O3","2019-01-07","13:00 - 14:00","0.061","ppm"
"O3","2019-01-07","14:00 - 15:00","0.059","ppm"
"O3","2019-01-07","15:00 - 16:00","0.052","ppm"
"O3","2019-01-07","16:00 - 17:00","0.047","ppm"
"O3","2019-01-07","17:00 - 18:00","0.037","ppm"
"O3","2019-01-07","18:00 - 19:00","0.027","ppm"
"O3","2019-01-07","19:00 - 20:00","0.022","ppm"
"O3","2019-01-07","20:00 - 21:00","0.022","ppm"
