date,pm25,pm10,o3,no2,so2,co
2018/8/15,84,28,,,,
2018/8/16,79,24,,,,
2018/8/17,72,17,,,,
2018/8/18,70,20,,,,
2018/8/19,61,22,,,,
2018/8/20,67,,,,,
2018/8/28,70,41,30,32,5,11
2018/8/29,91,,,,,
2018/8/14,,30,,,,
2018/8/27,,33,31,29,5,9
2018/8/24,,,47,19,29,7
2018/8/25,,,39,14,7,6
2018/8/26,,,40,21,14,7
2016/10/28,,,26,10,2,1
2016/10/29,,,37,,,
2016/10/27,,,,17,,3
