date,pm25,pm10,o3,no2,so2,co
2017/10/27,94,43,53,30,5,8
2017/10/28,64,45,58,36,13,10
2017/10/29,78,51,55,36,5,11
2017/10/30,90,49,52,39,5,11
2017/10/31,94,58,11,36,6,9
2017/11/1,110,45,38,32,4,9
2017/11/2,87,34,28,31,4,9
2017/11/3,43,41,28,32,9,9
2017/11/4,61,44,32,30,18,9
2017/11/5,80,51,14,43,16,12
2017/11/6,75,51,,47,15,14
2017/11/7,51,59,,,,
2017/11/8,74,62,,,,
2017/11/9,105,50,,,,
2017/11/10,79,35,,,,
2017/11/11,51,44,,,,
2017/11/12,80,29,,,,
2017/11/13,33,25,,,,
2017/11/14,37,45,30,32,20,9
2017/11/15,74,47,30,36,10,11
2017/11/16,59,60,31,37,23,11
2017/11/17,91,56,31,42,16,13
2017/11/18,81,32,25,19,8,7
2017/11/19,53,54,30,31,13,9
2017/11/20,87,61,8,46,8,18
2017/11/21,89,48,35,24,3,7
2017/11/22,53,52,37,35,17,9
2017/11/23,78,74,47,63,8,15
2017/11/24,121,70,55,52,12,14
2017/11/25,116,50,30,33,10,11
2017/11/26,71,42,34,37,10,10
2017/11/27,63,62,42,47,18,13
2017/11/28,97,69,33,49,18,14
2017/11/29,93,42,29,37,15,11
2017/11/30,74,,31,47,31,13
2017/12/5,105,64,32,51,17,15
2017/12/6,93,63,29,35,5,13
2017/12/7,80,40,20,28,4,11
2017/12/8,47,47,26,33,24,9
2017/12/9,59,40,30,32,35,8
2017/12/10,57,66,28,60,49,15
2017/12/11,115,68,26,46,37,15
2017/12/12,102,60,31,57,27,16
2017/12/13,100,88,4,72,11,24
2017/12/14,126,61,38,47,7,19
2017/12/15,72,31,29,18,9,6
2017/12/16,43,14,35,39,7,14
2017/12/17,29,,48,48,7,11
2017/12/19,62,60,48,40,7,8
2017/12/20,100,,,,,
2017/7/1,65,27,45,23,3,9
2017/7/2,62,32,42,24,5,9
2017/7/3,71,32,27,34,4,13
2017/7/4,75,35,31,36,4,14
2017/7/5,72,32,31,25,19,9
2017/7/6,60,28,21,23,5,9
2017/7/7,56,20,15,21,3,9
2017/7/8,49,26,19,22,5,10
2017/7/9,64,29,23,34,4,12
2017/7/10,70,36,25,42,4,15
2017/7/11,83,47,42,41,6,15
2017/7/12,106,46,62,33,9,12
2017/7/13,99,51,42,25,3,14
2017/7/14,94,52,42,21,17,
2017/7/15,75,45,48,23,25,
2017/7/16,79,43,40,32,4,
2017/7/17,66,43,34,34,15,9
2017/7/18,82,44,38,30,4,10
2017/7/19,88,41,38,26,4,9
2017/7/20,70,36,45,32,4,11
2017/7/21,75,42,52,29,6,10
2017/7/22,82,38,42,32,9,11
2017/7/23,82,38,34,33,5,12
2017/7/24,78,37,35,34,4,12
2017/7/25,79,24,39,27,4,9
2017/7/26,49,45,50,31,22,10
2017/7/27,91,4,60,31,9,13
2017/7/28,21,20,58,29,6,9
2017/7/29,23,,51,23,5,7
2017/8/12,56,26,47,21,3,3
2017/8/13,49,25,41,25,2,4
2017/8/14,48,54,46,35,9,9
2017/8/15,94,34,27,21,4,6
2017/8/16,64,33,33,24,2,3
2017/8/17,47,92,43,29,15,6
2017/8/18,103,37,40,24,3,4
2017/8/19,64,30,33,14,13,3
2017/8/20,64,32,20,20,3,3
2017/8/21,46,25,29,,3,3
2017/8/22,39,28,32,22,3,4
2017/8/23,49,24,34,,2,3
2017/8/24,42,39,22,,6,9
2017/8/25,67,40,34,33,3,6
2017/8/26,79,36,44,23,5,4
2017/8/27,77,32,29,30,5,6
2017/8/28,72,16,16,24,2,6
2017/8/29,39,25,19,29,4,10
2017/8/30,58,40,28,33,8,11
2017/8/31,78,27,23,30,2,10
2017/9/1,52,25,20,22,2,8
2017/9/2,41,16,25,17,1,7
2017/9/3,33,23,22,28,2,10
2017/9/4,51,25,20,29,2,11
2017/9/5,54,,,,,
2017/9/10,23,30,37,24,2,9
2017/9/11,52,46,52,37,11,10
2017/9/12,77,50,54,34,7,10
2017/9/13,74,49,64,38,4,10
2017/9/14,81,46,47,32,7,11
2017/9/15,69,53,78,28,17,8
2017/9/16,102,22,38,14,3,5
2017/9/17,51,30,24,25,3,9
2017/9/18,52,31,24,21,4,7
2017/9/19,55,48,40,24,23,9
2017/9/20,87,34,41,27,3,9
2017/9/21,67,27,33,22,3,8
2017/9/22,42,27,30,20,3,7
2017/9/23,47,21,22,17,4,7
2017/9/24,44,30,27,28,6,10
2017/9/25,69,47,44,28,6,11
2017/9/26,97,29,28,31,5,10
2017/9/27,67,20,19,19,2,7
2017/9/28,39,20,15,23,2,10
2017/9/29,36,17,10,20,2,9
2017/9/30,35,15,21,19,2,8
2017/4/1,84,,,,,
2017/4/4,72,71,49,41,9,17
2017/4/5,125,59,69,37,8,12
2017/4/6,98,56,63,40,6,13
2017/4/7,103,57,46,39,7,11
2017/4/8,95,49,64,29,5,10
2017/4/9,88,56,66,32,5,10
2017/4/10,98,58,50,32,10,10
2017/4/11,92,41,44,26,7,8
2017/4/12,67,44,46,24,6,7
2017/4/13,68,38,52,20,5,7
2017/4/14,74,42,50,22,9,7
2017/4/15,77,35,44,20,21,7
2017/4/16,70,37,48,31,6,10
2017/4/17,77,40,47,27,4,8
2017/4/18,79,42,47,36,10,13
2017/4/19,85,43,53,32,11,9
2017/4/20,81,44,48,32,10,10
2017/4/21,80,43,54,31,10,9
2017/4/22,74,38,54,23,9,8
2017/4/23,77,52,64,41,6,15
2017/4/24,96,58,49,38,5,7
2017/4/25,107,47,69,29,5,8
2017/4/26,72,66,62,46,7,13
2017/4/27,112,50,31,35,5,11
2017/4/28,92,56,26,27,5,8
2017/4/29,92,46,51,29,5,10
2017/4/30,85,68,59,31,9,9
2017/5/1,111,60,8,46,7,14
2017/5/2,107,59,25,33,21,9
2017/5/3,96,60,42,33,9,10
2017/5/4,115,50,57,38,5,11
2017/5/5,112,49,82,35,6,9
2017/5/6,96,51,69,31,9,9
2017/5/7,95,51,54,31,18,9
2017/5/8,110,54,76,35,7,11
2017/5/9,116,57,62,36,18,9
2017/5/10,119,52,64,34,9,11
2017/5/11,95,45,77,35,7,11
2017/5/12,95,40,57,30,7,8
2017/5/13,82,47,53,26,13,8
2017/5/14,103,57,81,37,9,12
2017/5/15,113,59,84,35,9,10
2017/5/16,111,62,103,38,6,12
2017/5/17,123,65,93,34,7,9
2017/5/18,115,58,91,30,8,8
2017/5/19,97,57,94,31,7,9
2017/5/20,99,54,68,23,25,7
2017/5/21,110,65,93,34,17,12
2017/5/22,121,60,116,34,4,9
2017/5/23,114,58,82,33,6,9
2017/5/24,113,42,74,37,6,10
2017/5/25,83,47,67,39,3,12
2017/5/26,86,47,83,31,10,7
2017/5/27,75,39,76,21,5,6
2017/5/28,79,37,50,22,8,7
2017/5/29,71,23,38,18,2,
2017/5/30,33,25,28,22,7,8
2017/5/31,44,30,26,22,6,9
2017/6/1,55,32,36,20,11,9
2017/6/2,59,35,54,21,11,8
2017/6/3,67,38,81,21,4,8
2017/6/4,74,43,73,29,10,9
2017/6/5,84,49,61,34,3,10
2017/6/6,90,47,75,31,5,11
2017/6/7,89,32,59,28,2,10
2017/6/8,71,45,59,30,8,11
2017/6/9,83,49,73,35,4,13
2017/6/10,99,36,80,20,2,9
2017/6/11,81,45,38,20,1,7
2017/6/12,70,42,58,26,9,10
2017/6/13,82,19,20,24,2,11
2017/6/14,43,25,46,24,2,8
2017/6/15,47,36,57,26,3,8
2017/6/16,67,40,57,27,9,8
2017/6/17,69,37,65,24,6,7
2017/6/18,65,28,39,17,2,5
2017/6/19,39,32,33,18,3,5
2017/6/20,47,33,46,21,3,7
2017/6/21,51,52,64,34,5,10
2017/6/22,83,49,52,31,7,10
2017/6/23,69,41,38,24,3,7
2017/6/24,67,24,33,18,3,6
2017/6/25,53,19,24,23,2,8
2017/6/26,48,37,38,32,10,10
2017/6/27,86,27,42,27,6,10
2017/6/28,67,37,26,41,6,13
2017/6/29,89,3,29,29,26,11
2017/6/30,13,27,34,24,3,8
2017/1/2,96,59,31,53,23,16
2017/1/3,94,60,33,48,12,14
2017/1/4,96,71,40,61,13,20
2017/1/5,122,77,70,61,8,19
2017/1/6,128,69,53,43,25,13
2017/1/7,116,65,23,41,49,10
2017/1/8,133,67,30,37,42,11
2017/1/9,127,51,35,38,34,11
2017/1/10,88,64,50,52,10,15
2017/1/11,109,63,54,49,9,16
2017/1/12,100,70,22,43,8,14
2017/1/13,95,59,50,37,20,9
2017/1/14,102,55,58,34,24,9
2017/1/15,96,66,2,54,10,19
2017/1/16,106,,,,,
2017/1/23,108,66,45,35,10,14
2017/1/24,89,57,43,45,6,13
2017/1/25,83,72,64,52,7,17
2017/1/26,119,68,52,50,8,16
2017/1/27,101,69,55,40,7,12
2017/1/28,101,62,48,30,34,9
2017/1/29,115,61,64,37,38,10
2017/1/30,112,73,62,51,12,14
2017/1/31,126,68,25,46,21,15
2017/2/1,124,64,50,38,29,10
2017/2/2,99,63,48,37,10,10
2017/2/3,92,56,46,28,21,9
2017/2/4,101,48,53,24,10,8
2017/2/5,90,42,47,33,9,10
2017/2/6,86,67,32,47,8,16
2017/2/7,102,60,51,46,6,14
2017/2/8,88,57,28,27,6,10
2017/2/9,56,61,63,47,11,14
2017/2/10,110,63,67,45,28,14
2017/2/11,100,59,62,42,14,14
2017/2/12,100,61,59,39,9,13
2017/2/13,104,53,45,38,7,13
2017/2/14,92,54,33,32,5,12
2017/2/15,70,56,30,15,3,7
2017/2/16,62,35,27,19,3,8
2017/2/17,54,48,42,28,4,10
2017/2/18,70,37,35,26,4,13
2017/2/19,59,27,31,18,3,7
2017/2/20,40,53,64,33,27,11
2017/2/21,93,49,65,39,27,11
2017/2/22,88,65,41,37,6,14
2017/2/23,102,52,56,37,6,13
2017/2/24,86,65,69,40,9,12
2017/2/25,110,57,42,30,5,11
2017/2/26,92,61,65,44,7,15
2017/2/27,99,65,69,43,7,14
2017/2/28,113,73,45,42,14,13
2017/3/1,121,60,42,23,6,9
2017/3/2,111,42,20,20,3,8
2017/3/3,102,,40,26,10,5
2017/3/6,85,51,42,32,6,7
2017/3/7,71,49,45,31,20,7
2017/3/8,91,40,45,34,6,9
2017/3/9,79,54,47,40,12,12
2017/3/10,100,38,48,35,8,9
2017/3/11,77,,34,26,27,8
2017/3/30,70,55,40,38,7,12
2017/3/31,91,46,19,37,5,13
2016/10/28,55,23,35,,3,7
2016/10/29,42,32,33,,6,7
2016/10/30,65,32,21,,7,12
2016/10/31,59,,,,,
2016/11/3,37,22,16,21,4,7
2016/11/4,35,16,6,20,3,4
2016/11/5,33,25,45,23,12,7
2016/11/6,52,39,37,31,7,10
2016/11/7,70,48,30,30,27,8
2016/11/8,94,31,14,29,6,11
2016/11/9,75,38,7,36,13,13
2016/11/10,87,55,8,34,18,12
2016/11/11,112,31,25,31,5,9
2016/11/12,63,43,38,29,11,8
2016/11/13,96,53,26,35,13,9
2016/11/14,108,50,22,32,36,8
2016/11/15,103,31,8,34,5,15
2016/11/16,72,62,28,55,9,26
2016/11/17,120,55,30,34,10,14
2016/11/18,107,24,17,23,3,6
2016/11/19,52,19,24,22,3,6
2016/11/20,37,37,39,35,9,10
2016/11/21,72,46,50,39,12,12
2016/11/22,85,53,36,41,10,12
2016/11/23,90,50,52,37,8,8
2016/11/24,89,63,34,38,21,9
2016/11/25,116,45,30,29,9,8
2016/11/26,76,61,50,35,18,9
2016/11/27,123,42,25,42,6,17
2016/11/28,67,47,14,39,6,20
2016/11/29,74,50,35,43,6,14
2016/11/30,79,53,37,33,5,15
2016/12/1,91,53,9,39,3,12
2016/12/2,79,44,34,30,4,10
2016/12/3,74,30,16,22,4,9
2016/12/4,56,21,16,17,3,7
2016/12/5,32,41,12,42,6,18
2016/12/6,62,,,,,
2016/12/16,107,48,37,36,5,13
2016/12/17,94,41,46,24,6,9
2016/12/18,75,40,5,29,4,8
2016/12/19,82,37,28,25,5,7
2016/12/20,58,47,41,39,12,9
2016/12/21,76,55,31,34,32,10
2016/12/22,86,57,46,39,30,11
2016/12/23,104,68,64,52,8,16
2016/12/24,118,68,71,38,7,12
2016/12/25,129,56,43,39,5,10
2016/12/26,100,59,38,39,12,9
2016/12/27,100,38,40,30,8,7
2016/12/28,66,52,24,23,20,6
2016/12/29,71,27,19,24,6,7
2016/12/30,47,44,42,27,14,10
2016/12/31,78,68,58,33,5,12
2017/1/1,133,52,34,51,6,14
2020/3/26,,50,38,28,2,11
2020/2/7,,41,47,,4,12
2020/2/16,,42,30,31,8,8
2019/12/31,,46,20,9,3,5
2020/1/19,,31,11,25,2,11
2019/11/25,,41,38,31,1,10
2019/12/2,,48,25,,,
2019/6/30,,20,36,30,3,8
2019/6/20,,40,57,26,3,8
2018/12/31,,78,71,30,10,13
2019/2/23,,30,33,20,2,6
2019/3/2,,45,73,27,4,
2018/11/8,,44,41,33,6,12
2018/7/1,,54,48,24,8,8
2018/9/10,,40,37,32,3,9
2018/5/7,,38,12,32,25,9
2018/6/7,,35,53,23,10,7
2018/6/23,,27,13,44,2,10
2018/1/7,,34,17,30,5,3
2018/2/2,,42,34,40,,9
2018/2/8,,39,21,30,12,9
2018/3/6,,61,52,33,13,7
2018/3/20,,62,68,30,8,6
2017/12/4,,70,32,59,15,18
2017/12/18,,51,53,48,12,9
2017/8/11,,32,47,23,3,3
2017/9/9,,10,20,12,1,5
2017/4/3,,47,31,22,4,7
2017/1/22,,66,55,51,8,13
2017/3/5,,53,52,32,8,7
2017/3/29,,45,49,27,4,7
2016/10/27,,33,20,,4,9
2016/11/2,,33,8,24,3,7
2016/12/15,,58,33,40,11,14
2020/3/18,,,18,23,4,10
2020/3/19,,,45,27,3,12
2020/3/20,,,52,22,2,9
2020/3/21,,,59,20,7,9
2020/3/22,,,63,31,5,10
2020/3/23,,,59,36,5,11
2020/3/24,,,87,31,3,9
2020/3/25,,,57,33,10,12
2020/2/6,,,23,,2,11
2019/11/24,,,32,37,6,13
2018/11/6,,,22,38,5,10
2018/11/7,,,39,34,10,12
2018/8/24,,,49,25,27,6
2018/8/25,,,45,19,2,5
2018/8/26,,,41,28,4,7
2018/8/27,,,33,32,2,8
2018/8/28,,,40,34,3,10
2018/8/30,,,54,27,5,8
2018/8/31,,,11,24,6,6
2018/9/2,,,60,27,4,6
2018/9/3,,,50,26,13,7
2018/9/4,,,41,27,5,7
2018/9/5,,,29,30,2,9
2018/9/6,,,45,33,12,9
2018/9/7,,,58,29,17,7
2018/9/8,,,53,18,5,4
2018/9/9,,,54,27,6,7
2018/5/20,,,68,31,7,10
2018/5/21,,,70,33,7,10
2018/5/22,,,78,34,4,10
2018/5/23,,,56,28,22,8
2018/5/24,,,44,26,20,7
2018/5/25,,,60,27,6,7
2018/5/26,,,68,26,13,6
2018/5/27,,,44,37,4,10
2018/5/28,,,46,34,8,
2018/5/29,,,49,42,7,13
2018/5/30,,,40,31,4,9
2018/5/31,,,58,34,21,8
2018/6/1,,,50,14,1,4
2018/6/2,,,33,14,7,5
2018/6/3,,,45,18,10,5
2018/6/4,,,103,26,17,7
2018/6/5,,,20,32,31,5
2018/6/6,,,85,27,25,7
2018/2/7,,,43,20,5,6
2018/3/18,,,75,30,5,6
2018/3/19,,,88,41,7,9
2017/7/30,,,41,21,14,7
2017/7/31,,,19,29,18,9
2017/3/4,,,43,28,9,5
2017/3/12,,,38,31,16,9
2017/3/13,,,38,31,5,8
2017/3/14,,,27,37,4,11
2017/3/15,,,50,38,4,12
2017/3/16,,,38,35,8,10
2017/3/17,,,45,32,11,9
2017/3/18,,,46,19,8,7
2017/3/19,,,42,25,24,7
2017/3/20,,,36,33,8,9
2017/3/21,,,36,34,6,9
2017/3/22,,,51,43,7,10
2017/3/23,,,52,40,6,13
2017/3/24,,,44,33,8,9
2017/3/25,,,54,29,4,10
2017/3/26,,,59,37,8,11
2017/3/27,,,49,35,6,11
2016/12/13,,,48,49,11,11
2016/12/14,,,26,33,12,10
2018/8/29,,,,22,7,6
